finding_id,work_id,representation_path,reported_lines,class,finding,canonical_group,disposition,current_canonical_coverage,cross_format_duplicate_candidate,duplicate_confidence,cross_format_duplicate_score,physical_pdf_pages,printed_pages_or_frontmatter,page_map_status,mapped_token_fraction,candidate_canonical_routes,source_code_adjudication_topics,source_code_adjudications_json
XH186,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"823-829,1055,1130,1206",documented-numerics,"The minmod limiter is 'psi=max(0,min(r,1))', giving second-order behavior in smooth regions and first order at discontinuities, while explicit Euler stress terms make the overall method formally first order despite the introductory second-order claim.",nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH173,probable,0.4396,22;23;24,12;13;14,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH187,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"2477,2764",documented-numerics,The vertical pressure treatment uses the surface condition 'p=0' and is described as equivalent to the Keller-box/Hermitian approach.,nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH167,probable,0.5186,26;27,16;17,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH188,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"2770,2840,2868,2906",documented-applicability,"The radiation-boundary derivation assumes a straight boundary, flat bed and linear waves with long reflected waves normal to the boundary, and warns of errors for oblique reflections and complex geometry.",flow-tide-discharge-boundaries,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH168,probable,0.4468,27;28;29,17;18;19,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_flow_boundary_conditions.md;models/XBeach/source-analysis/xbeach_tide_forcing.md,,[]
XH189,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,2914-2927,documented-wetting-drying,"Dry points receive zero velocity and a pressure equation with diagonal '1' and right-hand side '0', while higher-order reconstruction requires all three stencil surface levels to exceed all three bed levels.",nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH169,high,0.6271,29;30,19;20,direct-pdf-representation,0.955224,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH190,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"2933-2953,4825",documented-cutoff,"Pressure-point removal uses the shortest resolved wavelength 'L=2*Delta x' and a wave-shortness threshold kdmin whose default is '0.0', disabling this removal.",nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH169,probable,0.339,30;63,20;53,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH191,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"2967-2995,4826-4829",solver-default-drift,"The five-point pressure system uses SIP with default 'solver=1', 'solver_urelax=0.92', 'solver_acc=0.005' and 'solver_maxit=20', accepting the final iterate at the cap, whereas later manuals document a cap of 30.",nonhydrostatic-physics-numerics,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,XH180,probable,0.4956,31;32;63,21;22;53,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH192,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,3214,documented-dispersion-limit,"For 'kd<1' the untuned one-layer dispersion errors remain approximately below '5%', but for 'kd>1' they grow rapidly and additional vertical resolution is required.",validation-nonhydrostatic,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH171,high,0.5873,33,23,direct-pdf-representation,1.0,models/XBeach/source-analysis/xbeach_nonh.md;PROPOSED: models/XBeach/manual-notes/xbeach-nonhydrostatic-report.md,,[]
XH193,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,3390-3394,documented-validation-setup,"The standing-wave test uses 'L=100 m', 'kH=0.5', '100x100' grid points and 'CFL=0.5', with a separate dispersion sweep over '0.1<=kh<=7'.",validation-nonhydrostatic,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH172,probable,0.3892,35,25,direct-pdf-representation,1.0,models/XBeach/source-analysis/xbeach_nonh.md;PROPOSED: models/XBeach/manual-notes/xbeach-nonhydrostatic-report.md,,[]
XH194,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"3524,3546,3647,3715",documented-tuning-limit,"For the interval '0<kH<1' the report gives an optimum dispersion coefficient 'alpha approximately 0.8', but says its effects on nonlinear interactions are unknown and single-frequency optimization can worsen other components.",validation-nonhydrostatic,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH173,probable,0.4489,37;38;39,27;28;29,direct-pdf-representation,1.0,models/XBeach/source-analysis/xbeach_nonh.md;PROPOSED: models/XBeach/manual-notes/xbeach-nonhydrostatic-report.md,,[]
XH195,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,3804-3825,documented-validation-limit,"The solitary-wave test uses '1 m' depth, '160 points per wavelength', 'CFL=0.9' and amplitude ratios '0.1, 0.2, 0.4', with noticeably reduced amplitude at 0.4 and initial profile adjustment over about '10 Lsol'.",validation-nonhydrostatic,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH172,probable,0.4853,41;42,31;32,direct-pdf-representation,0.975258,models/XBeach/source-analysis/xbeach_nonh.md;PROPOSED: models/XBeach/manual-notes/xbeach-nonhydrostatic-report.md,,[]
XH196,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,3891-3901,documented-validation-setup,"The frictionless dam-break comparison disables non-hydrostatic corrections and uses '2000' points over '100 m', upstream depth '1 m', wet downstream depth '0.1 m' and 'CFL=0.4'.",validation-nonhydrostatic,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH172,probable,0.4705,43;44,33;34,direct-pdf-representation,1.0,models/XBeach/source-analysis/xbeach_nonh.md;PROPOSED: models/XBeach/manual-notes/xbeach-nonhydrostatic-report.md,,[]
XH197,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,4143-4163,documented-validation-limit,"The shoal test uses a '35 by 20 m' tank, '1 Hz' waves of height '4.64 cm', about '60 points per wavelength' over the shoal and a '60 s' simulation, but significantly underpredicts the focusing peak at transect 5, 'x=9'.",validation-nonhydrostatic,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH174,high,0.8717,46;47,36;37,direct-pdf-representation,1.0,models/XBeach/source-analysis/xbeach_nonh.md;PROPOSED: models/XBeach/manual-notes/xbeach-nonhydrostatic-report.md,,[]
XH198,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,4157,quantitative-contradiction,"The shoal setup says grid spacing was 'increased' from '0.025 m' to '0.004 m', an inconsistent numerical description that must be checked before reproducing the mesh.",validation-nonhydrostatic,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH174,probable,0.3056,47,37,direct-pdf-representation,1.0,models/XBeach/source-analysis/xbeach_nonh.md;PROPOSED: models/XBeach/manual-notes/xbeach-nonhydrostatic-report.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH199,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"4203,4287,4806,4816,4823",documented-build-limit,"MPI builds explicitly disable non-hydrostatic, second-order and Smagorinsky routines regardless of their runtime switches, whose documented defaults are all '0'.",build-mpi-version,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH175,probable,0.4343,50;53;62;63,40;43;52;53,direct-pdf-representation,1.0,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md,,[]
XH200,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"4213-4217,4285",usage-contradiction,"The program description says wave_timestep is disabled automatically for non-hydrostatic computations, whereas the usage section instructs users to disable it manually or supply zero short-wave energy.",nonhydrostatic-physics-numerics,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH176,high,0.8953,50;51;53,40;41;43,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH201,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"4283,4291-4301",parameter-version-drift,"This draft enables non-hydrostatic mode with 'nonh=1' and restricts forcing to 'instat=3' or 'instat=8', predating the later manual's wavemodel/wbctype interface.",build-mpi-version,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,XH177,probable,0.4058,53;54,43;44,direct-pdf-representation,1.0,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH202,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,4293-4305,documented-recommended-settings,"The recommended short-wave setup uses velocity and surface forcing with 'instat=8', 'front=4', 'arc=1' and 'secorder=1', with about '30 meshes per wavelength', while instat=3 is limited to sufficiently long waves.",nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH178,high,0.6712,53;54,43;44,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH203,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"4307,4827",dimension-convention-drift,"The draft recommends the direct Thomas solver 'solver=2' for one-dimensional 'ny=2' and SIP 'solver=1' for 'ny>2', unlike the later manuals' ny=0 one-dimensional convention.",nonhydrostatic-physics-numerics,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,XH177,probable,0.476,54;63,44;53,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH204,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"4305,4711-4731,4823",switch-contradiction,"The procedure descriptions say corrections are 'Not called when sec_order=1', contradicting the recommendation and parameter table that 'secorder=1' enables them and also changing the keyword spelling.",nonhydrostatic-physics-numerics,merge-document-conflict-with-frozen-source-snapshot-adjudication,source-code-adjudication-complete; retain-document-version-scope,XH179,high,0.7469,54;59;63,44;49;53,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,secorder,"[{""canonical_ready_ko"": ""2010 보고서의 sec_order 표기는 현재 보관 snapshot의 secorder와 구분한다. 소스는 secorder=1일 때 2차 이류 보정을 호출하며 nonh 입력 기본값은 1(그 밖은 0)이다. nonh에서 0을 넣어도 일관성 검사에서 1로 강제한다. 이 사실은 2010 코드의 동작을 역으로 입증하지 않으며 보고서 안의 상반된 옵션 설명은 역사적 문서 모순으로 기록한다."", ""evidence"": [{""line_end"": 1410, ""line_start"": 1406, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}, {""line_end"": 1746, ""line_start"": 1739, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}, {""line_end"": 652, ""line_start"": 645, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/flow_timestep.F90"", ""sha256"": ""50742b601cc8feccd513cf742ca772b6021f1d4f5ffe074c4e8ffc90907dd2b2""}], ""finding_binding"": {""finding_exact"": ""The procedure descriptions say corrections are 'Not called when sec_order=1', contradicting the recommendation and parameter table that 'secorder=1' enables them and also changing the keyword spelling."", ""finding_id"": ""XH204"", ""finding_sha256"": ""281e39d721c36edd15b598913ed407765717b779aa73cb1ea52219d7e252e4c4"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, ""finding_bindings"": [{""finding_exact"": ""Procedure descriptions say second-order corrections are 'Not called when sec_order=1', contradicting the documented enabling value secorder=1 and introducing an underscore spelling drift."", ""finding_id"": ""XH179"", ""finding_sha256"": ""b1b7cf2f2f3bfde3482e5755f2248e7d30cb5da45d03345ceb58c95f419a7e3d"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The procedure descriptions say corrections are 'Not called when sec_order=1', contradicting the recommendation and parameter table that 'secorder=1' enables them and also changing the keyword spelling."", ""finding_id"": ""XH204"", ""finding_sha256"": ""281e39d721c36edd15b598913ed407765717b779aa73cb1ea52219d7e252e4c4"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}], ""finding_ids"": [""XH179"", ""XH204""], ""scope"": ""frozen local source snapshot; historical PDF/DOC contradictions remain edition-specific"", ""source_artifact"": ""_staging/total-read/model-audit/XBeach/closure/manual-code-adjudications.json"", ""source_artifact_sha256"": ""56075b0e74b75050881292c5a95cca17813b4570457f3585a614d7f34c9f16fa"", ""topic"": ""secorder""}]"
